model	post_prob	cumulative_post_prob	prior_prob	bf
0,1,2,3,4,1,0,5,5,6,3,3,3,6	0.000357143	0.5975	<1e-06	>357.27
0,1,2,3,4,1,0,5,5,6,3,3,3,7	0.000357143	0.597857	<1e-06	>357.27
0,1,2,3,4,1,0,5,5,6,3,7,3,8	0.000357143	0.598214	<1e-06	>357.27
0,1,2,3,4,1,0,5,5,6,7,3,3,8	0.000357143	0.598571	<1e-06	>357.27
0,1,2,3,4,1,0,5,5,0,6,6,6,5	0.000357143	0.598929	<1e-06	>357.27
0,1,2,3,4,1,0,5,5,0,6,3,6,0	0.000357143	0.599286	<1e-06	>357.27
0,1,2,3,4,1,0,5,6,0,3,3,3,6	0.000357143	0.599643	<1e-06	>357.27
0,1,2,3,4,1,0,5,5,0,3,6,3,5	0.000357143	0.6	<1e-06	>357.27
0,1,2,3,4,1,0,5,6,2,3,3,3,0	0.000357143	0.600357	<1e-06	>357.27
0,1,2,3,4,1,0,5,6,2,3,7,3,5	0.000357143	0.600714	<1e-06	>357.27
0,1,2,3,4,1,0,5,6,2,3,7,8,5	0.000357143	0.601071	<1e-06	>357.27
0,1,2,3,4,1,0,5,6,2,7,3,3,8	0.000357143	0.601429	<1e-06	>357.27
0,1,2,3,4,1,0,5,6,4,3,7,7,5	0.000357143	0.601786	<1e-06	>357.27
0,1,2,3,4,1,0,5,6,5,3,3,3,0	0.000357143	0.602143	<1e-06	>357.27
0,1,2,3,4,1,0,5,6,5,3,3,7,5	0.000357143	0.6025	<1e-06	>357.27
0,1,2,3,4,1,0,5,6,5,3,3,7,8	0.000357143	0.602857	<1e-06	>357.27
0,1,2,3,4,1,0,5,6,5,7,7,7,5	0.000357143	0.603214	<1e-06	>357.27
0,1,2,3,4,1,0,5,5,0,3,3,3,0	0.000357143	0.603571	<1e-06	>357.27
0,1,2,3,4,1,0,5,6,6,3,3,3,5	0.000357143	0.603929	<1e-06	>357.27
0,1,2,3,4,1,0,5,4,6,3,3,3,0	0.000357143	0.604286	<1e-06	>357.27
0,1,2,3,4,1,0,5,6,6,3,3,7,5	0.000357143	0.604643	<1e-06	>357.27
0,1,2,3,4,1,0,5,2,6,3,7,7,6	0.000357143	0.605	<1e-06	>357.27
0,1,2,3,4,1,0,5,2,6,3,3,3,7	0.000357143	0.605357	<1e-06	>357.27
0,1,2,3,4,1,0,5,2,5,3,3,3,6	0.000357143	0.605714	<1e-06	>357.27
0,1,2,3,4,1,0,5,6,7,3,3,3,8	0.000357143	0.606071	1e-06	357.27
0,1,2,3,4,1,0,5,6,7,3,3,8,0	0.000357143	0.606429	<1e-06	>357.27
0,1,2,3,4,1,0,5,6,7,3,8,3,7	0.000357143	0.606786	<1e-06	>357.27
0,1,2,3,4,1,0,5,6,7,3,8,9,10	0.000357143	0.607143	1e-06	357.27
0,1,2,3,4,1,2,0,0,0,3,3,3,0	0.000357143	0.6075	<1e-06	>357.27
0,1,2,3,4,1,0,5,2,2,3,3,6,7	0.000357143	0.607857	<1e-06	>357.27
0,1,2,3,4,1,2,0,0,0,3,5,3,0	0.000357143	0.608214	<1e-06	>357.27
0,1,2,3,4,1,2,0,0,0,5,5,3,6	0.000357143	0.608571	<1e-06	>357.27
0,1,2,3,4,1,2,0,0,2,3,3,3,2	0.000357143	0.608929	<1e-06	>357.27
0,1,2,3,4,1,2,0,0,2,5,5,5,0	0.000357143	0.609286	<1e-06	>357.27
0,1,2,3,4,1,2,0,0,5,3,3,3,0	0.000357143	0.609643	<1e-06	>357.27
0,1,2,3,4,1,0,5,2,2,3,3,3,0	0.000357143	0.61	<1e-06	>357.27
0,1,2,3,4,1,2,0,0,5,3,3,6,5	0.000357143	0.610357	<1e-06	>357.27
0,1,2,3,4,1,2,0,2,0,3,3,3,0	0.000357143	0.610714	<1e-06	>357.27
0,1,2,3,4,1,2,0,2,0,3,5,3,6	0.000357143	0.611071	<1e-06	>357.27
0,1,2,3,4,1,2,0,2,0,3,5,5,6	0.000357143	0.611429	<1e-06	>357.27
0,1,2,3,4,1,2,0,2,2,3,3,3,0	0.000357143	0.611786	<1e-06	>357.27
0,1,2,3,4,1,2,0,2,2,3,3,3,2	0.000357143	0.612143	<1e-06	>357.27
0,1,2,3,4,1,2,0,2,2,3,3,3,5	0.000357143	0.6125	<1e-06	>357.27
0,1,2,3,4,1,0,5,2,0,3,3,3,6	0.000357143	0.612857	<1e-06	>357.27
0,1,2,3,4,1,2,0,2,5,6,6,3,0	0.000357143	0.613214	<1e-06	>357.27
0,1,2,3,4,1,2,0,2,5,6,6,6,5	0.000357143	0.613571	<1e-06	>357.27
0,1,2,3,4,1,2,0,4,0,3,3,3,5	0.000357143	0.613929	<1e-06	>357.27
0,1,2,3,4,1,0,5,2,0,3,3,3,0	0.000357143	0.614286	<1e-06	>357.27
0,1,2,3,4,1,2,0,5,0,3,3,6,0	0.000357143	0.614643	<1e-06	>357.27
0,1,2,3,4,1,2,0,5,0,6,3,6,0	0.000357143	0.615	<1e-06	>357.27
0,1,2,3,4,1,2,0,5,0,6,6,6,5	0.000357143	0.615357	<1e-06	>357.27
0,1,2,3,4,1,0,5,0,6,7,8,9,6	0.000357143	0.615714	<1e-06	>357.27
0,1,2,3,4,1,2,0,5,5,3,3,3,0	0.000357143	0.616071	<1e-06	>357.27
0,1,2,3,4,1,2,0,5,5,3,3,6,7	0.000357143	0.616429	<1e-06	>357.27
0,1,2,3,4,1,2,0,5,6,3,3,3,0	0.000357143	0.616786	<1e-06	>357.27
0,1,2,3,4,1,2,0,5,6,3,3,7,0	0.000357143	0.617143	<1e-06	>357.27
0,1,2,3,4,1,2,0,5,6,7,3,3,0	0.000357143	0.6175	<1e-06	>357.27
0,1,2,3,4,1,2,0,5,6,7,3,7,5	0.000357143	0.617857	<1e-06	>357.27
0,1,2,3,4,1,2,2,0,0,3,3,3,0	0.000357143	0.618214	<1e-06	>357.27
0,1,2,3,4,1,2,2,0,0,3,3,3,5	0.000357143	0.618571	<1e-06	>357.27
0,1,2,3,4,1,2,2,0,0,3,5,3,0	0.000357143	0.618929	<1e-06	>357.27
0,1,2,3,4,1,2,2,0,0,5,3,3,0	0.000357143	0.619286	<1e-06	>357.27
0,1,2,3,4,1,0,5,0,6,7,7,3,0	0.000357143	0.619643	<1e-06	>357.27
0,1,2,3,4,1,0,5,0,6,7,3,8,0	0.000357143	0.62	<1e-06	>357.27
0,1,2,3,4,1,2,2,0,5,3,3,3,0	0.000357143	0.620357	<1e-06	>357.27
0,1,2,3,4,1,2,2,0,5,3,3,3,5	0.000357143	0.620714	<1e-06	>357.27
0,1,2,3,4,1,0,5,0,6,3,7,7,8	0.000357143	0.621071	<1e-06	>357.27
0,1,2,3,4,1,2,2,0,5,6,3,6,0	0.000357143	0.621429	<1e-06	>357.27
0,1,2,3,4,1,2,2,0,5,6,7,7,0	0.000357143	0.621786	<1e-06	>357.27
0,1,2,3,4,1,2,2,2,0,3,3,3,0	0.000357143	0.622143	<1e-06	>357.27
0,1,2,3,4,1,2,2,2,0,3,3,3,2	0.000357143	0.6225	<1e-06	>357.27
0,1,2,3,4,1,0,5,0,6,3,3,7,8	0.000357143	0.622857	<1e-06	>357.27
0,1,2,3,4,1,2,2,2,0,3,5,3,6	0.000357143	0.623214	<1e-06	>357.27
0,1,2,3,4,1,2,2,2,0,5,3,5,2	0.000357143	0.623571	<1e-06	>357.27
0,1,2,3,4,1,2,2,2,0,5,6,6,7	0.000357143	0.623929	<1e-06	>357.27
0,1,2,3,4,1,0,5,0,6,3,3,3,5	0.000357143	0.624286	<1e-06	>357.27
0,1,2,3,4,1,0,5,0,5,6,6,3,0	0.000357143	0.624643	<1e-06	>357.27
0,1,2,3,4,1,0,5,0,2,3,3,3,6	0.000357143	0.625	<1e-06	>357.27
0,1,2,3,4,1,2,2,2,2,3,3,5,0	0.000357143	0.625357	<1e-06	>357.27
0,1,2,3,4,1,0,5,0,0,6,6,3,7	0.000357143	0.625714	<1e-06	>357.27
0,1,2,3,4,1,0,5,0,0,6,3,3,2	0.000357143	0.626071	<1e-06	>357.27
0,1,2,3,4,1,2,2,2,2,3,5,3,0	0.000357143	0.626429	<1e-06	>357.27
0,1,2,3,4,1,2,2,2,2,3,5,3,6	0.000357143	0.626786	<1e-06	>357.27
0,1,2,3,4,1,2,2,2,2,5,3,3,6	0.000357143	0.627143	<1e-06	>357.27
0,1,2,3,4,1,2,2,2,2,5,3,5,2	0.000357143	0.6275	<1e-06	>357.27
0,1,2,3,4,1,0,5,0,0,6,3,3,0	0.000357143	0.627857	<1e-06	>357.27
0,1,2,3,4,1,0,5,0,0,3,6,3,0	0.000357143	0.628214	<1e-06	>357.27
0,1,2,3,4,1,2,2,2,2,5,5,3,6	0.000357143	0.628571	<1e-06	>357.27
0,1,2,3,4,1,2,2,2,2,5,5,5,0	0.000357143	0.628929	<1e-06	>357.27
0,1,2,3,4,1,2,2,2,2,5,5,5,2	0.000357143	0.629286	<1e-06	>357.27
0,1,2,3,4,1,0,5,0,0,3,3,6,0	0.000357143	0.629643	<1e-06	>357.27
0,1,2,3,4,1,2,2,2,2,5,5,6,0	0.000357143	0.63	<1e-06	>357.27
0,1,2,3,4,1,2,2,2,2,5,5,6,7	0.000357143	0.630357	<1e-06	>357.27
0,1,2,3,4,1,0,4,2,5,3,3,3,6	0.000357143	0.630714	<1e-06	>357.27
0,1,2,3,4,1,2,2,2,2,5,6,5,2	0.000357143	0.631071	<1e-06	>357.27
0,1,2,3,4,1,0,2,5,6,3,7,7,0	0.000357143	0.631429	<1e-06	>357.27
0,1,2,3,4,1,2,2,2,4,3,3,3,5	0.000357143	0.631786	<1e-06	>357.27
0,1,2,3,4,1,0,2,5,6,3,3,3,5	0.000357143	0.632143	<1e-06	>357.27
0,1,2,3,4,1,0,2,5,6,3,3,3,0	0.000357143	0.6325	<1e-06	>357.27
0,1,2,3,4,1,0,2,5,5,3,3,3,6	0.000357143	0.632857	<1e-06	>357.27
0,1,2,3,4,1,0,2,5,2,6,6,6,7	0.000357143	0.633214	<1e-06	>357.27
0,1,2,3,4,1,0,2,5,2,6,3,3,5	0.000357143	0.633571	<1e-06	>357.27
0,1,2,3,4,1,0,2,5,2,3,6,3,7	0.000357143	0.633929	<1e-06	>357.27
0,1,2,3,4,1,2,2,2,5,3,3,6,5	0.000357143	0.634286	<1e-06	>357.27
0,1,2,3,4,1,0,2,5,2,3,3,3,2	0.000357143	0.634643	<1e-06	>357.27
0,1,2,3,4,1,2,2,2,5,3,6,3,0	0.000357143	0.635	<1e-06	>357.27
0,1,2,3,4,1,2,2,2,5,3,6,3,7	0.000357143	0.635357	<1e-06	>357.27
0,1,2,3,4,1,2,2,2,5,3,6,6,7	0.000357143	0.635714	<1e-06	>357.27
0,1,2,3,4,1,2,2,2,5,6,3,3,0	0.000357143	0.636071	<1e-06	>357.27
0,1,2,3,4,1,2,2,2,5,6,3,3,5	0.000357143	0.636429	<1e-06	>357.27
0,1,2,3,4,1,2,2,2,5,6,3,6,0	0.000357143	0.636786	<1e-06	>357.27
0,1,2,3,4,1,2,2,2,5,6,3,6,7	0.000357143	0.637143	<1e-06	>357.27
0,1,2,3,4,1,0,2,5,0,6,7,3,8	0.000357143	0.6375	<1e-06	>357.27
0,1,2,3,4,1,2,2,2,5,6,6,6,5	0.000357143	0.637857	<1e-06	>357.27
0,1,2,3,4,1,2,2,2,5,6,7,6,5	0.000357143	0.638214	<1e-06	>357.27
0,1,2,3,4,1,2,2,4,4,3,3,3,5	0.000357143	0.638571	<1e-06	>357.27
0,1,2,3,4,1,2,2,4,5,3,3,3,6	0.000357143	0.638929	<1e-06	>357.27
0,1,2,3,4,1,2,2,5,0,3,3,3,0	0.000357143	0.639286	<1e-06	>357.27
0,1,2,3,4,1,2,2,5,0,3,3,3,2	0.000357143	0.639643	<1e-06	>357.27
0,1,2,3,4,1,2,2,5,0,3,3,3,5	0.000357143	0.64	<1e-06	>357.27
0,1,2,3,4,1,0,2,5,0,6,6,3,5	0.000357143	0.640357	<1e-06	>357.27
0,1,2,3,4,1,2,2,5,0,6,3,3,7	0.000357143	0.640714	<1e-06	>357.27
0,1,2,3,4,1,0,2,5,0,3,3,6,0	0.000357143	0.641071	<1e-06	>357.27
0,1,2,3,4,1,0,2,5,0,3,3,3,6	0.000357143	0.641429	<1e-06	>357.27
0,1,2,3,4,1,0,2,5,0,3,3,3,5	0.000357143	0.641786	<1e-06	>357.27
0,1,2,3,4,1,0,2,2,5,3,3,3,0	0.000357143	0.642143	<1e-06	>357.27
0,1,2,3,4,1,2,2,5,2,3,3,6,2	0.000357143	0.6425	<1e-06	>357.27
0,1,2,3,4,1,2,2,5,2,3,3,6,7	0.000357143	0.642857	<1e-06	>357.27
0,1,2,3,4,1,0,2,2,4,3,5,5,2	0.000357143	0.643214	<1e-06	>357.27
0,1,2,3,4,1,0,2,2,2,3,3,3,2	0.000357143	0.643571	<1e-06	>357.27
0,1,2,3,4,1,2,2,5,2,3,6,6,7	0.000357143	0.643929	<1e-06	>357.27
0,1,2,3,4,1,2,2,5,2,6,3,3,7	0.000357143	0.644286	<1e-06	>357.27
0,1,2,3,4,1,2,2,5,2,6,6,3,0	0.000357143	0.644643	<1e-06	>357.27
0,1,2,3,4,1,2,2,5,2,6,6,3,7	0.000357143	0.645	<1e-06	>357.27
0,1,2,3,4,1,2,2,5,2,6,6,6,2	0.000357143	0.645357	<1e-06	>357.27
0,1,2,3,4,1,2,2,5,2,6,6,6,7	0.000357143	0.645714	<1e-06	>357.27
0,1,2,3,4,1,2,2,5,5,3,3,3,0	0.000357143	0.646071	<1e-06	>357.27
0,1,2,3,4,1,2,2,5,5,3,3,3,5	0.000357143	0.646429	<1e-06	>357.27
0,1,2,3,4,1,0,2,2,2,3,3,3,0	0.000357143	0.646786	<1e-06	>357.27
0,1,2,3,4,1,2,2,5,5,3,3,6,2	0.000357143	0.647143	<1e-06	>357.27
0,1,2,3,4,1,2,2,5,5,3,3,6,5	0.000357143	0.6475	<1e-06	>357.27
0,1,2,3,4,1,2,2,5,5,3,6,3,0	0.000357143	0.647857	<1e-06	>357.27
0,1,2,3,4,1,0,2,2,0,3,3,3,2	0.000357143	0.648214	<1e-06	>357.27
0,1,2,3,4,1,2,2,5,5,3,6,3,7	0.000357143	0.648571	<1e-06	>357.27
0,1,2,3,4,1,2,2,5,5,6,3,3,7	0.000357143	0.648929	<1e-06	>357.27
0,1,2,3,4,1,2,2,5,5,6,6,3,5	0.000357143	0.649286	<1e-06	>357.27
0,1,2,3,4,1,2,2,5,6,3,3,1,7	0.000357143	0.649643	<1e-06	>357.27
0,1,2,3,4,1,2,2,5,6,3,3,3,0	0.000357143	0.65	<1e-06	>357.27
0,1,2,3,4,1,0,2,0,5,6,7,6,2	0.000357143	0.650357	<1e-06	>357.27
0,1,2,3,4,1,0,2,0,5,6,3,3,7	0.000357143	0.650714	<1e-06	>357.27
0,1,2,3,4,1,0,2,0,5,3,3,6,0	0.000357143	0.651071	<1e-06	>357.27
0,1,2,3,4,1,0,2,0,5,3,3,3,5	0.000357143	0.651429	<1e-06	>357.27
0,1,2,3,4,1,0,2,0,2,5,5,5,6	0.000357143	0.651786	<1e-06	>357.27
0,1,2,3,4,1,2,2,5,6,3,7,3,2	0.000357143	0.652143	<1e-06	>357.27
0,1,2,3,4,1,2,2,5,6,3,7,3,8	0.000357143	0.6525	<1e-06	>357.27
0,1,2,3,4,1,2,2,5,6,7,3,3,0	0.000357143	0.652857	<1e-06	>357.27
0,1,2,3,4,1,0,2,0,2,3,3,3,0	0.000357143	0.653214	<1e-06	>357.27
0,1,2,3,4,1,2,2,5,6,7,7,3,2	0.000357143	0.653571	<1e-06	>357.27
0,1,2,3,4,1,2,2,5,6,7,7,3,8	0.000357143	0.653929	<1e-06	>357.27
0,1,2,3,4,1,2,2,5,6,7,7,7,0	0.000357143	0.654286	<1e-06	>357.27
0,1,2,3,4,1,2,2,5,6,7,7,7,5	0.000357143	0.654643	<1e-06	>357.27
0,1,2,3,4,1,0,2,0,0,3,3,3,5	0.000357143	0.655	<1e-06	>357.27
0,1,2,3,4,1,2,2,5,6,7,7,7,8	0.000357143	0.655357	<1e-06	>357.27
0,1,2,3,4,1,0,2,0,0,3,3,3,0	0.000357143	0.655714	<1e-06	>357.27
0,1,2,3,4,1,2,2,5,6,7,8,3,5	0.000357143	0.656071	<1e-06	>357.27
0,1,2,3,4,1,0,0,5,6,7,7,7,8	0.000357143	0.656429	<1e-06	>357.27
0,1,2,3,4,1,2,4,2,2,3,3,3,0	0.000357143	0.656786	<1e-06	>357.27
0,1,2,3,4,1,2,4,4,2,5,3,3,4	0.000357143	0.657143	<1e-06	>357.27
0,1,2,3,4,1,2,4,5,2,3,3,3,0	0.000357143	0.6575	<1e-06	>357.27
0,1,2,3,4,1,2,4,5,2,3,3,3,6	0.000357143	0.657857	<1e-06	>357.27
0,1,2,3,4,1,2,5,0,0,3,3,3,0	0.000357143	0.658214	<1e-06	>357.27
0,1,2,3,4,1,0,0,5,6,7,3,7,8	0.000357143	0.658571	<1e-06	>357.27
0,1,2,3,4,1,2,5,0,0,3,6,3,0	0.000357143	0.658929	<1e-06	>357.27
0,1,2,3,4,1,0,0,5,6,7,3,3,0	0.000357143	0.659286	<1e-06	>357.27
0,1,2,3,4,1,2,5,0,2,6,1,3,7	0.000357143	0.659643	<1e-06	>357.27
0,1,2,3,4,1,2,5,0,6,3,3,3,6	0.000357143	0.66	<1e-06	>357.27
0,1,2,3,4,1,2,5,0,6,7,3,3,2	0.000357143	0.660357	<1e-06	>357.27
0,1,2,3,4,1,2,5,0,6,7,7,7,8	0.000357143	0.660714	<1e-06	>357.27
0,1,2,3,4,1,2,5,2,0,3,3,3,0	0.000357143	0.661071	<1e-06	>357.27
0,1,2,3,4,1,2,5,2,0,3,3,3,5	0.000357143	0.661429	<1e-06	>357.27
0,1,2,3,4,1,0,0,5,6,3,7,7,6	0.000357143	0.661786	<1e-06	>357.27
0,1,2,3,4,1,0,0,5,6,3,7,3,8	0.000357143	0.662143	<1e-06	>357.27
0,1,2,3,4,1,2,5,2,0,6,3,3,0	0.000357143	0.6625	<1e-06	>357.27
0,1,2,3,4,1,2,5,2,2,3,3,1,5	0.000357143	0.662857	<1e-06	>357.27
0,1,2,3,4,1,2,5,2,2,3,3,3,0	0.000357143	0.663214	<1e-06	>357.27
0,1,2,3,4,1,0,0,5,6,3,3,3,5	0.000357143	0.663571	<1e-06	>357.27
0,1,2,3,4,1,2,5,2,2,3,3,3,5	0.000357143	0.663929	<1e-06	>357.27
0,1,2,3,4,1,0,0,5,5,6,6,7,8	0.000357143	0.664286	<1e-06	>357.27
0,1,2,3,4,1,2,5,2,2,3,3,6,0	0.000357143	0.664643	<1e-06	>357.27
0,1,2,3,4,1,2,5,2,2,3,3,6,7	0.000357143	0.665	<1e-06	>357.27
0,1,2,3,4,1,0,0,5,5,6,3,6,7	0.000357143	0.665357	<1e-06	>357.27
0,1,2,3,4,1,2,5,2,2,3,6,3,5	0.000357143	0.665714	<1e-06	>357.27
0,1,2,3,4,1,2,5,2,2,3,6,3,7	0.000357143	0.666071	<1e-06	>357.27
0,1,2,3,4,1,2,5,2,2,3,6,6,0	0.000357143	0.666429	<1e-06	>357.27
0,1,2,3,4,1,2,5,2,2,3,6,6,2	0.000357143	0.666786	<1e-06	>357.27
0,1,2,3,4,1,2,5,2,2,3,6,6,7	0.000357143	0.667143	<1e-06	>357.27
0,1,2,3,4,1,2,5,2,2,6,3,3,2	0.000357143	0.6675	<1e-06	>357.27
0,1,2,3,4,1,2,5,2,2,6,6,3,7	0.000357143	0.667857	<1e-06	>357.27
0,1,2,3,4,1,2,5,2,2,6,6,6,4	0.000357143	0.668214	<1e-06	>357.27
0,1,2,3,4,1,2,5,2,2,6,6,6,7	0.000357143	0.668571	<1e-06	>357.27
0,1,2,3,4,1,2,5,2,5,3,1,6,0	0.000357143	0.668929	<1e-06	>357.27
0,1,2,3,4,1,2,5,2,5,3,3,3,2	0.000357143	0.669286	<1e-06	>357.27
0,1,2,3,4,1,0,0,5,5,3,3,3,0	0.000357143	0.669643	<1e-06	>357.27
0,1,2,3,4,1,0,0,5,2,6,6,6,0	0.000357143	0.67	<1e-06	>357.27
0,1,2,3,4,1,2,5,2,5,3,3,6,7	0.000357143	0.670357	<1e-06	>357.27
0,1,2,3,4,1,2,5,2,5,3,6,3,5	0.000357143	0.670714	<1e-06	>357.27
0,1,2,3,4,1,2,5,2,5,3,6,3,7	0.000357143	0.671071	<1e-06	>357.27
0,1,2,3,4,1,0,0,5,2,6,3,3,0	0.000357143	0.671429	<1e-06	>357.27
0,1,2,3,4,1,2,5,2,5,6,6,6,7	0.000357143	0.671786	<1e-06	>357.27
0,1,2,3,4,1,0,0,5,2,3,3,3,0	0.000357143	0.672143	<1e-06	>357.27
0,1,2,3,4,1,0,0,5,0,6,7,8,9	0.000357143	0.6725	<1e-06	>357.27
0,1,2,3,4,1,2,5,2,6,3,3,3,5	0.000357143	0.672857	<1e-06	>357.27
0,1,2,3,4,1,0,0,5,0,6,7,7,8	0.000357143	0.673214	<1e-06	>357.27
0,1,2,3,4,1,0,0,5,0,6,6,6,7	0.000357143	0.673571	<1e-06	>357.27
0,1,2,3,4,1,2,5,2,6,3,7,3,5	0.000357143	0.673929	<1e-06	>357.27
0,1,2,3,4,1,2,5,2,6,3,7,3,6	0.000357143	0.674286	<1e-06	>357.27
0,1,2,3,4,1,2,5,2,6,3,7,7,5	0.000357143	0.674643	<1e-06	>357.27
0,1,2,3,4,1,0,0,5,0,3,6,3,7	0.000357143	0.675	<1e-06	>357.27
0,1,2,3,4,1,0,0,5,0,3,6,3,0	0.000357143	0.675357	<1e-06	>357.27
0,1,2,3,4,1,2,5,2,6,7,3,7,0	0.000357143	0.675714	<1e-06	>357.27
0,1,2,3,4,1,2,5,2,6,7,7,3,6	0.000357143	0.676071	<1e-06	>357.27
0,1,2,3,4,1,2,5,2,6,7,7,7,8	0.000357143	0.676429	<1e-06	>357.27
0,1,2,3,4,1,2,5,4,2,3,3,3,5	0.000357143	0.676786	<1e-06	>357.27
0,1,2,3,4,1,0,0,5,0,3,3,6,0	0.000357143	0.677143	<1e-06	>357.27
0,1,2,3,4,1,2,5,5,0,3,6,3,7	0.000357143	0.6775	<1e-06	>357.27
0,1,2,3,4,1,2,5,5,0,3,6,7,0	0.000357143	0.677857	<1e-06	>357.27
0,1,2,3,4,1,2,5,5,2,3,3,3,0	0.000357143	0.678214	<1e-06	>357.27
0,1,2,3,4,1,0,0,5,0,3,3,3,6	0.000357143	0.678571	<1e-06	>357.27
0,1,2,3,4,1,0,0,5,0,3,3,3,2	0.000357143	0.678929	<1e-06	>357.27
0,1,2,3,4,1,0,0,2,5,3,6,7,0	0.000357143	0.679286	<1e-06	>357.27
0,1,2,3,4,1,2,5,5,2,3,3,6,7	0.000357143	0.679643	<1e-06	>357.27
0,1,2,3,4,1,2,5,5,2,3,6,3,2	0.000357143	0.68	<1e-06	>357.27
0,1,2,3,4,1,2,5,5,2,6,6,6,2	0.000357143	0.680357	<1e-06	>357.27
0,1,2,3,4,1,2,5,5,2,6,7,3,5	0.000357143	0.680714	<1e-06	>357.27
0,1,2,3,4,1,2,5,5,4,3,3,3,0	0.000357143	0.681071	<1e-06	>357.27
0,1,2,3,4,1,0,0,2,5,3,6,3,0	0.000357143	0.681429	<1e-06	>357.27
0,1,2,3,4,1,0,0,2,2,3,5,3,2	0.000357143	0.681786	<1e-06	>357.27
0,1,2,3,4,1,0,0,2,2,3,3,3,5	0.000357143	0.682143	<1e-06	>357.27
0,1,2,3,4,1,0,0,2,0,5,5,5,0	0.000357143	0.6825	<1e-06	>357.27
0,1,2,3,4,1,2,5,5,5,3,6,3,0	0.000357143	0.682857	<1e-06	>357.27
0,1,2,3,4,1,2,5,5,5,6,3,3,2	0.000357143	0.683214	<1e-06	>357.27
0,1,2,3,4,1,2,5,5,5,6,3,3,5	0.000357143	0.683571	<1e-06	>357.27
0,1,2,3,4,1,0,0,2,0,3,5,5,0	0.000357143	0.683929	<1e-06	>357.27
0,1,2,3,4,1,0,0,2,0,3,5,3,0	0.000357143	0.684286	<1e-06	>357.27
0,1,2,3,4,1,2,5,5,5,6,6,6,7	0.000357143	0.684643	<1e-06	>357.27
0,1,2,3,4,1,2,5,5,6,3,3,3,2	0.000357143	0.685	<1e-06	>357.27
0,1,2,3,4,1,0,0,2,0,3,3,5,0	0.000357143	0.685357	<1e-06	>357.27
0,1,2,3,4,1,0,0,0,5,6,7,3,8	0.000357143	0.685714	1e-06	357.27
0,1,2,3,4,1,0,0,0,5,6,6,6,0	0.000357143	0.686071	<1e-06	>357.27
0,1,2,3,4,1,2,5,5,6,3,7,3,6	0.000357143	0.686429	<1e-06	>357.27
0,1,2,3,4,1,2,5,5,6,7,3,3,8	0.000357143	0.686786	<1e-06	>357.27
0,1,2,3,4,1,2,5,5,6,7,3,7,0	0.000357143	0.687143	<1e-06	>357.27
0,1,2,3,4,1,2,5,5,6,7,7,3,0	0.000357143	0.6875	<1e-06	>357.27
0,1,2,3,4,1,0,0,0,5,6,6,3,0	0.000357143	0.687857	<1e-06	>357.27
0,1,2,3,4,1,0,0,0,5,6,3,6,5	0.000357143	0.688214	<1e-06	>357.27
0,1,2,3,4,1,2,5,6,0,3,7,3,8	0.000357143	0.688571	<1e-06	>357.27
0,1,2,3,4,1,2,5,6,0,7,3,7,5	0.000357143	0.688929	<1e-06	>357.27
0,1,2,3,4,1,2,5,6,0,7,8,3,5	0.000357143	0.689286	<1e-06	>357.27
0,1,2,3,4,1,2,5,6,2,3,3,3,0	0.000357143	0.689643	<1e-06	>357.27
0,1,2,3,4,1,0,0,0,5,6,3,3,7	0.000357143	0.69	<1e-06	>357.27
0,1,2,3,4,1,2,5,6,2,3,3,3,5	0.000357143	0.690357	<1e-06	>357.27
0,1,2,3,4,1,0,0,0,5,3,6,7,8	0.000357143	0.690714	<1e-06	>357.27
0,1,2,3,4,1,0,0,0,5,3,6,3,7	0.000357143	0.691071	<1e-06	>357.27
0,1,2,3,4,1,2,5,6,2,3,3,7,8	0.000357143	0.691429	<1e-06	>357.27
0,1,2,3,4,1,2,5,6,2,3,7,8,0	0.000357143	0.691786	<1e-06	>357.27
0,1,2,3,4,1,2,5,6,2,7,3,3,5	0.000357143	0.692143	<1e-06	>357.27
0,1,2,3,4,1,2,5,6,2,7,3,7,8	0.000357143	0.6925	<1e-06	>357.27
0,1,2,3,4,1,2,5,6,2,7,7,3,8	0.000357143	0.692857	<1e-06	>357.27
0,1,2,3,4,1,2,5,6,2,7,7,7,2	0.000357143	0.693214	1e-06	357.27
0,1,2,3,4,1,2,5,6,2,7,8,7,9	0.000357143	0.693571	<1e-06	>357.27
0,1,2,3,4,1,2,5,6,5,3,3,3,0	0.000357143	0.693929	<1e-06	>357.27
0,1,2,3,4,1,0,0,0,5,3,6,3,0	0.000357143	0.694286	<1e-06	>357.27
0,1,2,3,4,1,2,5,6,5,3,7,3,8	0.000357143	0.694643	<1e-06	>357.27
0,1,2,3,4,1,2,5,6,5,7,7,3,5	0.000357143	0.695	<1e-06	>357.27
0,1,2,3,4,1,0,0,0,5,3,3,6,7	0.000357143	0.695357	<1e-06	>357.27
0,1,2,3,4,1,2,5,6,5,7,7,7,8	0.000357143	0.695714	<1e-06	>357.27
0,1,2,3,4,1,2,5,6,6,3,3,3,0	0.000357143	0.696071	<1e-06	>357.27
0,1,2,3,4,1,2,5,6,6,3,3,3,5	0.000357143	0.696429	<1e-06	>357.27
0,1,2,3,4,1,0,0,0,5,3,3,3,5	0.000357143	0.696786	<1e-06	>357.27
0,1,2,3,4,1,0,0,0,4,3,3,3,5	0.000357143	0.697143	<1e-06	>357.27
